"OPMS";"UF";"Município";"Nome da Unidade";"Email";"Telefone";"Endereço";"Nível";"Região";"data atualização"
;"RS";"Arroio do Sal";"Coordenadoria  de  Politicas para as Mulheres ";;"(51)3867.1360-9315.3169";"Avenia Arroio do Sal, 240 sala A. Centro.Arroio do Sal/RS. CEP: 95.585-000";"Municipal";"Sul";
;"RS";"Bagé";"Coordenadoria  Municipal da Mulher ";"coord.mulher@bage.rs.gov.br";"(53) 3242-6133 Ramal 233 /9953 0831 ";"Rua João Teles, n° 864. Centro. Bagé/RS. CEP: 96.400-030";"Municipal";"Sul";
;"RS";"Balneário Pinhal";"Coordenadoria  Municipal da Mulher";"cmm_bp2008@hotmail.com ";"(51) 36861137/ 9835 2475";"Rua Osvaldo Aranha, 851. Magistério.  Balneário Pinhal/RS. CEP 95.599-000";"Municipal";"Sul";
;"RS";"Barão";"Coordenadoria  Municipal da Mulher";"crmulher@barao.rs.gov.br / prefeito@barao.rs.gov.br";"(51)3696 1200";"Rua da Estação, 1141.Centr.o Barão/RS. CEP: 95.730-000  ";"Municipal";"Sul";
;"RS";"Barra do Quaraí";"Coordenadoria de Políticas para as Mulheres";;"(55) 34911218  34191119  99896438";"Rua Quarai, 88. barra doQuaraí/RS. CEP: 97.538-000";"Municipal";;
;"RS";"Bento Gonçalves";"Coordenadoria  dos Direitos da Mulher - CDM";"revivi@bentogoncalves.rs.gov.br centrodamulher@gmail.com; centrodamulher@bentogoncalves.rs.gov.br";"(54) 3055-7337- 3454-5400/( 54 ) 3055-7348 / 9102-7440  ";"Rua Assis Brasil, 94. Centro.  Bento Gonçalves/RS. CEP: 95.700-000";"Municipal";"Sul";
;"RS";"Bom Retiro do Sul";"Coordenadoria  Municipal da Mulher";;"(51) 3766-1123 / 3766-1255 /9737-3548";"Rua Senador Pinheiro Machado, 35. Bom Retiro do Sul/RS. CEP: 95.870-000 ";"Municipal";"Sul";
;"RS";"Butiá";"Assessoria de Políticas para as Mulheres";"doloresbutia@gmail.com";"(51) 51 96523301/84213261 / 3966342";"Rua João Arence nº 59. Cidade Alta. Butiá/RS. CEP: 96.750-000";"Municipal";;
;"RS";"Cachoeira do Sul";"Coordenadoria  da Mulher";;"(51) 3723 2260";"Rua 7 de setembro, 1146 - Centro. Cachoeira do Sul/RS CEP: 96.501-360";"Municipal";"Sul";17/7/2014
;"RS";"Cachoeirinha";"Coordenadoria  de Políticas Públicas de Gênero";"direitos.humanos@cachoeirinha.rs.gov.br";"(51) 3041 7165/ 9767 8855";"Av. Flores da Cunha, 2209, Sl. 33. Vila Cachoeirinha. Cachoeirinha/RS. CEP: 94.910-003";"Municipal";"Sul";
;"RS";"Campinas do Sul";"Coordenadoria  de  Politicas para as Mulheres ";"assistenciasocial@campinasdosul.rs.gov.br";"(54)3366-1666/(54)3366-1490;Fax: (54)3366-1490";"Rua General Daltro Filho, 999. Centro. Campinas do Sul/RS. CEP: 99.660-000";"Municipal";"Sul";
;"RS";"Canela";"Coordenadoria  Municipal da Mulher";"gabinete@canela.rs.gov.br";"(54)3282.4077 - 9110.2073";"Rua Dona Carolina,  nº 455. Centro. Canela/RS CEP :95.680-000";"Municipal";"Sul";
;"RS";"Canguçu";"Coordenadora de Ações para Mulheres";"cesar.pinz@cangucu.rs.gov.br";"(53) 3252-1273  (53) 3252-3905 (53)3252-1276 /84611355 ";"Julio Cartilhos 1003/B Centro. Canguçú/RS. CEP: 96.600-000";"Municipal";"Sul";15/4/2014
;"RS";"Canoas";"Subcretaria Especial de Políticas para as Mulheres";"coord.mulher.canoas@gmail.com";"(51)3463-5794 e 9379 8860 (gestora)";"Rua XV de Janeiro, no. 15 - Sala 602. Centro. Canoas/RS. CEP: 92.010-300";"Municipal";"Sul";
;"RS";"Capão da Canoa";"Coordenadoria  de  Politicas para as Mulheres";"cidadania@capaodacanoa.rs.gov.br";"(51) 3995.1170 / 81150986";"AV. Paraguaçu 1881 4º Andar Centro Centro Administrativo da Prefeitura Municipal.Capão da Canoa/RS CEP: 95.555-000 ";"Municipal";"Sul";
;"RS";"Caxias do Sul";"Coordenadoria  Municipal da Mulher";"mulher@caxias.rs.gov.br /crmulher@caxias.rs.gov.br";"(54) 3218-6026 / 3218-6000 Ramal 6316 / (54) 8136-5117";"Rua Alfredo Chaves, 1333. Centro. Caxias do Sul/RS. CEP: 95.010-000";"Municipal";"Sul";
;"RS";"Cerro Largo";"Coordenadoria Municipal da Mulher";;"(55) 3359 2177 / 99161623 ";;;;
;"RS";"Charqueadas";"Coordenadoria  Municipal da Mulher";"secretario.infancia-juventude@charqueadas.rs.gov.br";"(51) 3958 8538 / 9714 5654";"Av. Santa Barbara, 1110. Centro. Charqueadas/RS. CEP: 96.745-000";"Municipal";"SUL";
;"RS";"Constantina";"Coordenadoria  de Políticas Públicas para Mulheres ";;"(54) 33618100 / 99013200";"Av. João Mafessoni. Constantina/RS. CEP: 99.680-000";"Municipal";"Sul";
;"RS";"Cruz Alta";"Coordenadoria  de Políticas Setoriais e Direitos Humanos";"mulher@cruzalta.rs.gov.br";"(55) 3322-1716 / 3321-1300 / 91320460";"Rua João Manoel, nº 090. Centro. Cruz Alta/RS. CEP: 98.005-170";"Municipal";"Sul";
;"RS";"Cruzeiro do Sul";"Coordenadoria de Políticas para as Mulheres";;"(51)3764-1176 / 3764 1309 / 9375 5186";"Rua Santa catarina nº 295.  Centro. Cruzeiro do Sul/RS. CEP: 95.930-000";"Municipal";"Sul";
;"RS";"Dom Pedrito";"Coordenadoria de Políticas para as Mulheres";"matikgl@hotmail.com";"(55) 3243-4090 99480384";"Av. Duque de caxias, 1401. dom Pedrito/RS. CEP: 96.450-000";"Municipal";"Sul";
;"RS";"Eldorado do Sul ";"Coordenadoria  da Mulher";;"(51) 3499-6344/ 6345 / 8034-2165";"Estrada Arrozeira Nº270 Centro. Eldorado do Sul/RS. CEP 92.990-000";"Municipal";"Sul";
;"RS";"Encruzilhada do Sul ";"Coordenadoria  da Mulher";;"(51) 9641-0577/ 3733-1180 /3733 3550";"General Osório - 699, Apto 33. Encruzilhada do Sul/RS CEP: 96.610-000";"Municipal";"Sul";
;"RS";"Erechim";"Coordenadoria  Municipal De Políticas Publicas Para Mulher";"c.mulher.erechim@erechim.rs.gov.br";"(54)3522-3656 (54)9115-2179";"Av. Salgado Filho, 227. Erechim/RS. CEP: 99.700-080";"Municipal";"Sul";
;"RS";"Esteio";"Coordenadoria  Municipal da Mulher ";"cmmulher@esteio.rs.gov.br";"(51) 3433.8143/3433.8155/9678 4016";"Rua Eng. Henner de Souza Nunes 150. Centro. Esteio/RS - CEP: 93.260-120";"Municipal";"Sul";
;"RS";"Estrela Velha";"Coordenadoria  Municipal da Mulher";"crasev@terra.com.br";"(51) 3616-7012 / 9998 6111";"Av. João Luiz Billig, nº 27. Estrela Velha/RS. CEP: 96.990-000";"Municipal";"Sul";
;"RS";"Farroupinha";"Coordenadoria  Municipal da Mulher ";;"(54) 9131-8189 (54) 3261-3399 / 9917-7882";"Rua 14 de julho 713 , Centro. Farroupilha/RS. CEP: 95.180-000";"Municipal";"Sul";
;"RS";"Frederico Westphalen ";"Coordenadoria  da Mulhe";"gabinete@fredericowestphalen.rs.gov.br";"(55) 3744-5050/ 9970-4959";"Rua José Canella. Nº 258. Centro. Frederico Westphalen/RS CEP: 98.400-000";"Municipal";"Sul";
;"RS";"Garibaldi";"Coordenadoria  da Mulher";;"(54)3462 8283 / 8240 /8283";"Rua Julio de Castilhos, 104. Centro. Garibaldi/RS. CEP: 95.720-000";"Municipal";"Sul";"08/01/2015 (inf. 180)"
;"RS";"Giruá ";"Coordenadoria  da Mulher";"primeiradama@girua.rs.gov.br";"(55) 3361-1068/ 9710-4989";"Rua 7 de Setembro, 305 Centro. Giruá/RS CEP: 98.870-000";"Municipal";"Sul";
;"RS";"Gramado ";"Coordenadoria  da Mulher";"coordenadoriadamulher@gramado.rs.gov.br";"(54) 3286-7343/ (54) 9161-9476";"Rua São Pedro, 85. Centro. Gramado/RS. CEP: 95.670-000";"Municipal";"Sul";
;"RS";"Gravataí";"Assessoria de Políticas Públicas para as Mulheres";"crmgravati@gmail.com";"(51) 8468 7651/3600 7720/7721 ";"Rua Ernesto Fonseca, nº 122. Centro. Gravataí/RS. CEP: 94.030-000";"Municipal";"Sul";
;"RS";"Ibirubá ";"Coordenadoria  Municipal da Mulher ";"asocial@ibiruba.rs.gov.br";"(54) 9622-8178/ 3324-8500";"Rua Diniz Dias 702, Centro. Ibirubá/RS CEP: 98.200-000";"Municipal";"Sul";
;"RS";"Ijuí ";"Coordenadoria  da Mulher";"coordenadoriadamulher@ijui.rs.gov.br";"(55) 8451-1058  / 3332-9283";"Rua 7 De Setembro, 197, Lado. Centro. Ijuí/RS CEP: 98.700-000";"Municipal";"Sul";
;"RS";"Imbé";"Secretaria da Mulher e dos Direitos Humanos";"sec.damulheredhimbe@gmail.com";"(51) 9739-0102 /3627-8500/3627-8529 ";"Av. Paraguassu, n° 2017.  Centro. Imbé/RS  CEP: 95.625-000";"Municipal";"Sul";
;"RS";"Iraí";"coordenaçao de Políticas para as Mulheres";"pmiraiasstencia@speedrs.com.br";"(55) 37745288";"Rua Valzomiro Dutra, nº 161. Centro Irai/RS. CEP: 98.460-000";"Municipal";"Sul";
;"RS";"Itacurubi";"Coordenadoria de Políticas para as Mulheres";;"(55) 99258815 ";"Avenida 10 de Abril, nº 1025 Bairro: Centro CEP 97685000";"Municipal";"Sul";
;"RS";"Itaqui";"Assessoria de Políticas Públicas de Gênero";"direitos.mulher@itaqui.rs.gov.br";"(55) 3433-2323 Ramal 249 / 9615-9093";"Rua Independência, nº 576. Centro  Itaqui/RS. CEP: 97.650-000 ";"Municipal";"Sul";
;"RS";"Itatiba do Sul";"Coordenadoria  Municipal da Mulher";"itatibadosul@itatibadosul-rs.com.br";"54 3528-1170 RAMAL: 206.Prefeitura";"Av. Antolilo Angelo Tozzo,. 845. Centro. Itatiba do Sul/RS. CEP: 99.760-000";"Municipal";"Sul";
;"RS";"Lajeado do Bugre";"Secretaria Municipal dos Direitos da Mulher";;"(55)9645-9992  (55)8424-6853 ";"Rua Ilda Assis s/n Centro. Lageado dos Bugres/RS. CEP: 98.320-000";"Municipal";"Sul";"26/01/2015 (Inf. Ligue 180)"
;"RS";"Lagoa dos Três Cantos";"Coordenadoria  de  Politicas para as Mulheres";;"(54) 3392-1155/ 9602-6302";"Av. Otto Rach. Lagoa dos Três Cantos/RS. CEP: 99.495-000";"Municipal";"Sul";
;"RS";"Lagoa Vermelha";"Coordenaçao de Políticas para as Mulheres";;"(54) 33589609 - 96096373";"Av. Afonso Pena, 14. Lagoa Vermelha/RS. CEP: 95.300-000";"Municipal";"Sul";
;"RS";"Lagoão";"Coordenadoria  Municipal da Mulher.";;"(51) 3765 1005 / 9712 8826";"Av. Tomas Costa. 813. Lagoão/RS. CEP: 99.340-000";"Municipal";"Sul";
;"RS";"Lajeado ";"Coordenadoria  Municipal de  Politicas Públicas para as Mulheres";"coord.mulher@lajeado.rs.gov.br ";"(51) 8041-3510/ (51) 39821061";"Rua Borges De Medeiros, 370 Lageado/RS. CEP: 95.900-000";"Municipal";"Sul";
;"RS";"Manoel Viana ";"Coordenadoria  Municipal da Mulher";;"(55) 9118-3855/ 3256-1160";"Av. Ibiui, 221.Manoel Viana/RS. CEP: 97.640-000";"Municipal";"Sul";
;"RS";"Maquiné";"Coordenadoria  Municipal da Mulher";"assistenciasocial@maquine.rs.gov.br";"(51) 3628-1322 /96425152";"Rua Osvaldo Bastos, 622. Maquiné/RS - CEP: 95.530-000";"Municipal";"Sul";
;"RS";"Miraguaí ";"Coordenadoria de Políticas para as Mulheres";"asocialmiraguai@hotmail.com";"(55) 3554 1186 / 9919 2105 / 8442 7915";"Rua Júlio de Castilho.244 Centro.  Miraguaí/RS. CEP: 98.540-000";"Municipal";"sul";
;"RS";"Montauri";"Coordenadoria  de  Politicas para as Mulheres";"social@pmmontauri.com.br";"(54)3319.1666-9974.6137";"Via Cadorna, 600 Montauri/ RS.  CEP: 99.255-000";"Municipal";"Sul";
;"RS";"Nova Petrópolis";"Coordenadoria  Municipal da Mulher";"asocial@novapetropolis.rs.gov.br";"(54) 3281-3000 / raml 222 -  9905-9005";"Avenida Três de Maio, nº 134. Centro.  Nova Petrópolis/RS. CEP: 95.150-000";"Municipal";"Sul";
;"RS";"Nova Prata";"Coordenadoria  de  Politicas para as Mulheres";"coordenacaoesfnp@netprata.com.br";"(54) 3242-9927 / 8208 / 96169282 / 96058972 / 32429900";"Avenida Fernando Luzzatto, nº 158;Bairro: Centro; Nova Prata/RS;CEP: 95320000";"Municipal";"Sul";"29/06/2015 (inf por telefone chefe de gab)"
;"RS";"Nova Santa Rita";"Coordenadoria  da Mulher";;"(51) 3479 1213  / 9676 3923";"Av. Santa Rita, nº 1195.Centro. Nova santa Rita/RS CEP: 92.480-000";"Municipal";"Sul";
;"RS";"Novo Hamburgo";"Coordenadoria  de Políticas Públicas para as Mulheres (CMULHER)";"mulher@novohamburgo.rs.gov.br";"(51) 3594-8128 / 30351307 ";"Avenida Pedro Adams Filho, nº 5836. Novo Hamburgo/RS. CEP: 93.310 -003";"Municipal";"Sul";
;"RS";"Pantano Grande";"Coordenadoria  Municipal de Políticas Públicas para Mulheres";"cmulherespantanogrande@yahoo.com.br ";"(51) 3734-1964 /3652-2616 / 96938206";"Rua Waldo Machado de Oliveira, nº 177. Vila Virgínia. Pântano Grande/RS. CEP: 96.690-000 ";"Municipal";"Sul";
;"RS";"Parobé";"Coordenadoria  Especial de Política para Mulher";"cmulher@parobe.rs.gov.br";"(51) 3953-1037 / 96772384/ 35931037/ 91341041";"Rua Vera Cruz,703. Centro. Parobe/RS. CEP:95.630-000 ";"Municipal";"Sul";
;"RS";"Passa Sete";"Coordenadoria  da Mulher";;"(51) 3616-6041/9995-2283";"Av. Pinheiro, 1500 . Passa Sete/RS. CEP: 96.908-000";"Municipal";"Sul";"29/06/2015 informção por telefone (marina)"
;"RS";"Pontão ";"Coordenadoria  Municipal da Mulher";;"(54) 8438-9244/3308-1900";"Av. Júlio de Mailios, 1613. Centro. Pontão/RS. CEP: 99.190-000";"Municipal";"Sul";
;"RS";"Redentora";"Departamento Municipal de Políticas para as Mulheres ";"dpm-redentora@hotmail.com";"(55) 35561174 / 91872132";"Av. Constante Luiz de Gemelli. 303. centro Redentora/RS. CEP: 98.550-000";"Municipal";"Sul";
;"RS";"Rio Grande";"Coordenadoria  Municipal de Políticas Públicas para as Mulheres";;"(53)3233-8494  /  (53)9968-9294";"Rua Marechal Floriano. 05. Centro. Rio Grande/RS. CEP: 92.200-000 ";"Municipal";"Sul";"26/01/2015 (Inf. Ligue 180)"
;"RS";"Sagrada Familia ";"Coordenadoria  de  Politicas para as Mulheres";"secpmss@gmail.com";"(55) 84416495";"Rua Francisco Luis Cardona s/n. Centro. Sagrada Familia/RS. CEP: 98.330-000; (Em frente ao Correio)";"Municipal";"Sul";
;"RS";"Salto do Jacuí";"Coordenadoria  Municipal de Políticas para as Mulheres ";"cleresrevelante@bol.com.br";"(55) 55-99595196";"Av. Hermogênio Cursino dos Santos 342. Menino Deus. Salto do Jacuí/RS. CEP: 99.440-000";"Municipal";"Sul";
;"RS";"Santa Cruz do Sul";"Coordenadoria de Políticas para as Mulheres";"edm@santacruz.rs.gov.br";"(51) 3715-1895 /8163 5765 ";"Rua Coronel Oscar Jost N° 1576. Santa Cruz do Sul/RS. CEP: 96.820-036";"Municipal";"Sul";29/5/2014
;"RS";"Santa Maria";"Coordenadoria de Políticas para as Mulheres";;"(55) 99715024 - 39217036";"Rua Venâncio Aires, nº 1934. Centro. Santa Maria/RS. CEP: 97.010-004";"Municipal";"Sul";15/4/2014
;"RS";"Santa Rosa";"Coordenadoria  de Políticas para Mulheres ";"mulher@santarosa.rs.gov.br / gabvice@santarosa.rs.gov.br";"(55) 3511-5100 Ramal 216 /99395754";"Av. Expedicionário Weber, 2983. Cruzeiro. Santa Rosa/RS. CEP: 98.900-000";"Municipal";"Sul";
;"RS";"Santa Vitória do Palmar ";"Coordenadoria de Políticas para as Mulheres";;"(53) 9957-5960/3263-6090";"Rua Independência, 374. Santa Vitória do Palmar/RS. CEP: 96.230 - 000 ";"Municipal";"Sul";
;"RS";"Santana do Livramento";"Coordenadoria  Municipal da Mulher ";"coord.mulherlvto@gmail.com";"(53) 9957-5960/3968-1032 ";"Rua dos Andradas 1157. Santana do Livramento/RS. CEP: 97.570-000";"Municipal";"Sul";
;"RS";"Santiago";"Coordenadoria  Municipal dos Direitos da Mulher";"cmulher@pmsantiago.com.br";"(55) 3251-1155 / 9923-2141";"Rua Silvério Machado, 71. Santiago/RS. CEP: 97.700-000";"Municipal";"Sul";
;"RS";"Santo Ângelo";"Departamento Municipal de Políticas para as Mulheres";"dmmulhersa@gmail.com ";"(55) 3312-7400 /9633-8550";"Avenida Brasil, nº 351, 3º andar, sala 19. Centro Santo Ângelo/RS. CEP: 98.801-590 (Prédio da Secretaria de Saúde)";"Municipal";"Sul";
;"RS";"Santo Antonio da Patrulha";"Coordenadoria  Municipal da Mulher";"cmmulher@pmsap.com.br";"51 9873 - 9971 / 3662 5569";"R.Cel Victor Vila Verde, 126 . Centro  Santo Antônio da Patrulha/RS.   CEP: 95.500-000

";"Municipal";"Sul";
;"RS";"São Borja";"Coordenadoria  de  Politicas para as Mulheres";"mulhersb@hotmail.com  creas.socioeducativo@yahoo.com.br ";"(55)3431-8799 (55) 9128-5007 (gstora)";"Rua Olinto Aramy Silva, 362 . 2º Piso. Centro. São Borja/RS. CEP: 97.670-000  (antigo hospital São Francisco)";"Municipal";"Sul";"23/09/2015 (Inf.da gestora)"
;"RS";"São Francisco de Assis";"Coordenadoria  dos Direitos da Mulher ";"pmadm@bol.com.br";"(55) 3252-1200";"Rua Gabriel Machado, nº 1931. São Francisco de Assis/RS. CEP: 97.610-000";"Municipal";"Sul";
;"RS";"São Gabriel ";"Coordenadoria  de  Politicas para as Mulheres";"ceresdesouza@gmail.com ";"(55) 9916-8923";"Jonathas Aboth ,728. Centro. São Gabriel/RS. CEP: 97.300-000";"Municipal";"Sul";
;"RS";"São José das Missões ";"Coordenadoria  da Mulher";;"(55) 9621-2790";"Avenida 20 de Março 1007 - Centro  São José das Missões/RS. CEP: 98.325-000";"Municipal";"Sul";
;"RS";"São José do Herval";"Coordenadoria  Municipal da Mulher ";"mulhersjh@gmail.com";"(54) 3325-1100";"Av. Getúlio Vargas, 753. São José do Herval/RS. CEP: 99.380-000 ";"Municipal";"Sul";26/5/2014
;"RS";"São José do Hortêncio";"Coordenaçao de Políticas para as Mulheres";"assistenciasocial@saojosedohortencio.rs.gov.br";"(51)35711122 ";"Rua 44, n º 555  Centro. São José do Hortêncio/RS. CEP: 95.755-000";"Municipal";"Sul";
;"RS";"São José do Norte";"Secretaria Municipal de Assistencia social, Cidadania e Mulheres";"smascim@saojosedonorte.rs.gov.br";"(53) 3238-1223/ 99530353";"Rua Edgardo Pereira Velho, 187. São José do Norte/RS. CEP:  96.225-000";"Municipal";"Sul";
;"RS";"São Leopoldo";"Secretaria Municipal de Políticas para Mulheres (SEPOM)";"cjacobina@saoleopoldo.rs.gov.br";"(51) 35888224/ 93458873 (gestora)";"Praça Tiradentes, nº 119. Centro. São Leopoldo/RS. CEP: 93.010-020";"Municipal";"Sul";28/4/2014
;"RS";"São Lourenço do Sul";"Coordenadoria  Municipal da Mulher";;"(53) 32514539 / 91024592 / 8402-7316";"Rua marechal Deodoro 440. Centro. São Lourenço do Sul/RS. CEP: 96.170-000";"Municipal";"Sul";
;"RS";"Sapiranga";"Coordenadoria  Municipal da Mulher ";"coordenadoriadamulher@sapiranga.rs.gov.br";"(51) 3959-1052/ 9599.9657";"R. 20 de Setembro, 1695. Oeste.Sapiranga/RS. CEP:  93.800-000";"Municipal";"Sul";
;"RS";"Sapucaia do Sul";"Coordenadoria  Municipal da Mulher";"coord.mulher@sapucaiadosul.rs.gov.br";"(51) 3451-8007 / 9252-2338";"Rua São Luís, nº 201 Centro. Sapucaia do Sul/RS. CEP: 97.573-603";"Municipal";"Sul";26/5/2014
;"RS";"Serafina Correa ";"Coordenadoria  de Políticas para as Mulhere";"emcorrea@emater.tche.br ";"(54)3444.1319 - 9951.7220";"Av 25 DE Julho, 202 Caixa Postal 11. Serafina Correa/RS. CEP: 99.250-000";"Municipal";"Sul";
;"RS";"Sobradinho";"Coordenadoria  da Mulher ";"assistencia@sobradinho-rs.com.br ";"(51) 3742 1098 R:  233";"Rua General Osório, nº 200. Sobradinho/RS. CEP: 96.900-000 ";"Municipal";"Sul";
;"RS";"Soledade ";"Coordenadoria  da Mulher";"gabinete@soledade.rs.gov.br  imprensa@soledade.rs.gov.br";"(54) 9975-1188/(54) 3381-9033";"Rua Júlio de Castilho, 898.  Centro. Soledade/RS. CEP: 99.300-000";"Municipal";"Sul";
;"RS";"Tenente Portela ";"Coordenadoria  Municipal da Mulher";"associal@tenenteportela.rs.gov.br ";"(55) 3351-2011/ 8455-4501";"Rua Luis Carlos Sepp, 31. Tenente Portela/RS. CEP: 98.500-000";"Municipal";"Sul";
;"RS";"Torres";"Diretoria de Políticas para as Mulhere";"mulherestorres@gmail.com ";"(51) 9335 7478 e (51) 3664:1411- Ramal: 270";"Joaquim Porto nº 801. Centro. Torres/RS CEP: 95.560-000";"Municipal";"Sul";
;"RS";"Tramandaí";"Departamento Municipal da Mulher";"depmulher@tramandai.rs.gov.br";"(51) 3684-9089 /9167.8046 /8499-4100";"Av. da Igreja, 346 - 2º andar - Centro. Tramandaí/RS. CEP: 95.590-000";"Municipal";"Sul";
;"RS";"Três de Maio";"Secretaria Municipal de Políticas para as Mulheres";"centroflordeliz@pmtresdemaio.com.br";"(55) 3535-8770 / 9649-3004";"Rua Minas Gerais, 46. Centro. Três de Maio/RS. CEP: 98.910-000";"Municipal";"Sul";
;"RS";"Tunas ";"Secretaria especial de Políticas para as Mulheres";"aureaschmitt@yahoo.com.br";"(51) 37671040 /  8130-8490";"Rua Carolina Schimitt, 382. Tunas/RS. CEP: 99.330-000";"Municipal";"Sul";
;"RS";"Tuparandi ";"Coordenadoria de Políticas para as Mulheres";"olavopawlak@terra.com.br";"(55) 9613 1397/ 3543-1322";"Rua Borges de Medeiros, 48. Tuparandi/RS CEP: 98.940-000 ";"Municipal";"sul";
;"RS";"Turuçú ";"Coordenadoria  da Mulher ";"prefeitura.turucu@gmail.com ";"(53) 911177176";"Rua Teodoro Bartz, nº 02. Turuçu/RS. CEP: 96.148-000 ";"Municipal";"Sul";
;"RS";"União da Serra";"Coordenadoria  da Mulher";;"(54) 3476-1145 / 1144 / 9984 7953";"Rua Moreira César, 104. Centro. União da Serr/RS. CEP: 99.215-000";"Municipal";"Sul";
;"RS";"Vacaria";"Coordenadoria  Municipal das Políticas para as Mulheres";"crmulher@vacaria.rs.gov.br vice_prefeita@vacaria.rs.gov.br sec.vice@vacaria.rs.gov.br";"(54)3231.6422 / 3231-6422";"Rua Ramiro Barcelos 915, Centro. Vacaria/RS. CEP: 95.200-000";"Municipal";"Sul";
;"RS";"Venâncio Aires";"Coordenadoria  Municipal da Mulher";"claidir@venancioaires.rs.gov.br";"(51) 9642 3617 ou 3983-1030  ou 1143";"Rua Visconde do Rio Branco, nº 820. Centro. Venâncio Aires/RS  CEP: 95.800-000";"Municipal";"Sul";
;"RS";"Veranópolis";"Coordenadoria  da Mulher";"creas@veranopolis.rs.gov.br";"(51)3441.6200";"Av. Osvaldo Aranha, nº 876 - Apartamento 202.Centro. Veranópolis/RS. CEP: 95.330-000 ";"Municipal";"Sul";
;"RS";"Vera Cruz";"Coordenadoria Municipal da Mulher";"assistenciasocial@veracruz-rs.gov.br";"51 9996 6813 e 3718 1520";;"Municipal";"Sul";"inf. OPM estadual por e-mail 22/01/2015"
;"RS";"Viamão ";"Coordenadoria  Municipal da Mulher ";;"(51) 3485-9870/ 9954 1072/ 3446-6301";"Av. Senador Salgado Filho Nº 9214. Khae. Viamão/RS CEP: 94.435-000";"Municipal";"Sul";
;"RS";"Vicente Dutra";"Coordenadoria  Municipal da Mulher ";"assistencia@vicentedutra.rs.gov.br";"(55) 9966-0701 / 3737-1030";"Rua Garibaldi, nº 644  Centro . Vicente Dutra/RS. CEP: 98.450-000";"Municipal";"Sul";
;"RS";"Vila Nova so Sul ";"Coordenadoria  Municipal da Mulher";;"(55) 3234-1077/ 9631-3764";"Rua João Batista Becker Nº 236. Vila Nova/RS. CEP: 97.385-000";"Municipal";"Sul";
;"RS";"Xangri-lá";"Coordenadoria  Municipal da Mulher ";;"(51)3689.0615 - 9629.5257";"Rua Rio Jacui 854, Centro. Xangri-la/RS. CEP 95588-000";"Municipal";"Sul";
;"RS ";"Candelária ";"Coordenadoria de Políticas para as Mulheres";"pm.primeiradama@candelaria.rs.gov.br";"(51) 3743 8100 / 9682 5609";"Rua Batuconai 1040 CEP - 96930-000";"Municipal";"Sul";
;"RS ";"Lindolfo Collor";"Coordenadoria  de  Politicas para as Mulheres ";;"(51)97399896 / (51) 3552 1444 ";"Avenida Capivara, nº 1221. Centro . Lindolfo Collor/RS. CEP: 93.940-000";"Municipal";"Sul";
;"RS ";"Maçambará";"Coordenadoria de Políticas para as Mulheres";;"(55) 3435 1223 /84453402";"Rua Otavio Silveira, nº 330. Centro. Maçambará/RS. CEP: 97.645-000";"Municipal";"Sul";
;"RS ";"Panambi";"Coordenadoria de Políticas para as Mulheres";"coordmulherpanambi@hotmail.com";"(55) 3375-2018 - 91652945";"Rua Herman Mayer, 43.  Centro. Panambi/RS. CEP: 98.280-000";"Municipal";"Sul";
;"RS ";"Passo Fundo";"Coordenadoria  Municipal da Mulher";;"(54) 3312-8086 ";"Rua Independência, nº 177. Térreo. Centro. Passo Fundo/RS. CEP: 99.010-005";"Municipal";"Sul";"18/11/2015 (inf. da gestora)"
;"RS ";"São Vendelino ";"Coordenadoria  de  Politicas para as Mulheres";"cras@saovendelino.rs.gov.br,";"(51) 36391212 /99388095";"Rua Cônego Caspary, nº 259. Centro. São Vedelino/RS. CEP: 95.795-000";"Municipal";"Sul";
;"RS ";"Três Passos";"Coordenadoria de Políticas para as Mulheres";;"(55) 96434460 - 84451444";"Avenida Santos Dumont, 65. Três Passos/RS. CEP: 98.600-000";"Municipal";"Sul";
111;"Rio Grande do Sul";"Todas";;;;;;;
;"SC";"ESTADUAL";"Coordenadoria  Estadual da Mulher ";"coordenadoria@cem.sc.gov.br";" (48) 91869724 (cel pessoal) / Sheila saback (48) 9903 1820 / 3334-7629 sabagse@gmail.com";"Rua Rui Barbosa, 708, Bairro Agronômica,  Florianópolis/SC CEP: 88.020-300 ";"Estadual";"Sul";
;"SC";"FLORIANÓPOLIS";"Coordenadoria  Municipal de Políticas Públicas para as Mulheres - CMPPM";"cmppmulher@gmail.com";"(48) 3251-6243/6270 / (48) 8469-8882 / 9121-8939";"Av. Mauro Ramos, nº 722 1º andar, sala 104. Centro. Florianópolis/SC Cep: 88.020-302";"Capital";"Sul";
;"SC";"Bombinhas ";"Coordenadoria  de Políticas Públicas para Mulheres ";"coordenacaodamulher@bombinhas.sc.gov.br ";"047-33939567 ou 47-96262271";"Rua Baleia Jubarte, 328. José Amândio. Bombinhas/SC. CEP: 88.215- 000";"Municipal";"Sul";
;"SC";"Brusque";"Coordenadoria  da Mulher";;"(47)3251.1833";"Praça das Bandeiras,77 Centro  Brusque/SC. CEP 88.350-051 ";"Municipal";"Sul";
;"SC";"Concórdia";"Coordenadoria  Municipal da Mulher";"cmm@concordia.sc.gov.br";"(49) 34421532 / 99001330";"Rua Oswaldo Zandavali n. 511. Centro. Concórdia/SC CEP: 89.700-000";"Municipal";"Sul";
